id,tajik,farsi
159,"Ёсамин Афзал, корманди 24 солаи фармондории Бағдод, ки яке аз нуқоти мавриди ҳамла буд, ба хабаргузории Асошиэйтид Пресс гуфт: ""Деворҳо фурӯ рехтанд ва мо маҷбур шудем ба хориҷ фарор кунем", ایران و آمریکا انفجارهای امروز را محکوم کرده‌اند  .
160,"""Ин хабаргузорӣ дар гузориши худ мардеро тавсиф карда, ки дар маҳалли ҳодиса фарёд мезад: ""Чаро бо мо ин корро мекунанд?""Имдодгарон машғули кандани овор ва ҷустуҷӯи бозмондагони ҳодиса дар миёни харобаҳо ҳастанд ва мақомҳои ироқӣ мегӯянд эҳимолан теъдоди кушташудагон ва маҷруҳон афзоиш хоҳад ёфт", این انفجارها به فاصله کمی از یکدیگر ، در ساعت 10 : 30 صبح به وقت محلی ( 07 : 30 به وقت گرینویچ )، زمانی رخ دادند که مردم مشغول رفتن به سر کارهای خود‌بودند و تردد زیاد‌بود  .
161,"Габриел Гейтҳаус, гузоришгари Би-би-сӣ дар Бағдод гуфт ӯ, ки чанд килуметр дуртар аз маҳалли вуқуъи инфиҷор қарор дошта, нерӯи инфиҷорро эҳсос кардааст", این دو انفجار پس از حملات روز نوزدهم ماه اوت انجام می‌شود که در آن برخورد دو کامیون پر از مواد منفجره به ساختمان دو وزارتخانه به کشته شدن حداقل 100 نفر انجامید  .
162,Гузоришгари Би-би-сӣ муътақид аст ҳанӯз барои мушаххас кардани мусаббаби ин ҳодиса зуд аст, در آن زمان عراق جنگجویان خارجی را مسبب این حادثه دانست ، سوریه را به دخالت داشتن در آن متهم کرد و خواستار انجام تحقیقات از سوی سازمان ملل متحد شد  .
163,"Аммо ӯ муътақид аст эҳтимолан ангушти иттиҳом ба суи шӯришиён ва чирикҳои хориҷӣ гирифта хоҳад шуд, ки қасд доранд пеш аз интихоботи Ироқ дар миёни моҳи январ боъиси бесуботии шароити амниятӣ шаванд", سوریه دست داشتن در این حادثه را رد کرده‌بود  .
164,"Дар муқоиса бо як соли гузашта хушунатҳо дар Ироқ ба мизони чашмгире коҳиш ёфта, аммо ҳанӯз вуқуъи ҳамалоти пароканда дар чандин бахш аз ин кишвар идома дорад", وزارت کشور عراق انفجارهای امروز را با حملات ماه اوت مرتبط دانسته است  .
165,Дар ҷараёни даргирии пулиси Исроил бо намозгузорони фаластинӣ дар наздикии Масҷид-ул- Ақсо дар Байтулмуқаддас дасти кам 12 нафар дастгир шудаанд, جستجو به دنبال بازماندگانحملات اخیر با انفجار دو اتومبیل پر از مواد منفجره انجام شد و ستون‌های دود که از مرکز بغداد به هوا بلند شده‌بودند در شهر بغداد دیده می‌شدند  .
166," Ҳотам Абдулқодир, вазири умури фаластиниён дар Байтулмуқаддас аз ҷумлаи касоне аст, ки ба иттиҳоми таҳрики мардум ба шӯриш дастгир шудааст", محل وقوع انفجار در نزدیکی منطقه سبز در بغداد ، ناحیه‌ای که اکثر ادارات و سفارتخانه‌ها در آنجا قرار دارند و تحت کنترل شدید نظامی است ، رخ داد  .
167,"Тозатарин даргириҳо дар пайи ҳафтаҳо таниш дар байни фаластиниён дар ин бора аст, ки яҳудиёни ифротӣ қасди юриш ба дохили маҷмаъи мавсум ба Ҳарамушшариф (Куҳи Маъбад) ва беҳурматӣ ба ин маконро доранд"," یاسمین افضل ، کارمند 24 ساله فرمانداری بغداد که یکی از نقاط مورد حمله‌بود به خبرگزاری آسوشیتدپرس گفت : "" دیوارها فرو ریختند و ما مجبور شدیم به خارج فرار کنیم  ."
168,"Масҷид-ул- Ақсо, ки барои мусалмонон муқаддас аст, ва низ девори ғарбӣ, ки зиёратгоҳи яҳудиён аст, дар ин муҷтамаъ қарор дорад",""" این خبرگزاری در گزارش خود مردی را توصیف کرده که در محل حادثه فریاد می‌زد : "" چرا با ما این کار را می‌کنند  ؟"
